code	prefLabel	broader	definition
20001326	women's rights	http://cv.iptc.org/newscodes/mediatopic/20000587	The rights of women to be treated equally as men, such as pay parity, feminism and bodily autonomy around abortion
20001327	women	http://cv.iptc.org/newscodes/mediatopic/20000788	People who identify as female, focusing on the group as a demographic, and accomplishments, such as the first woman to achieve a milestone or serve in a role
20001328	men	http://cv.iptc.org/newscodes/mediatopic/20000788	People who identify as male, focusing on the group as a demographic, and masculinity
20001329	3x3 basketball	http://cv.iptc.org/newscodes/mediatopic/20000822	A variation of basketball played three a side on one basketball hoop
20001330	canoe slalom	http://cv.iptc.org/newscodes/mediatopic/20000822	Competitors navigate a canoe or a kayak on a white-water course, passing through a combination of upstream and downstream gates on river rapids in the fastest time possible
20001331	canoe sprint	http://cv.iptc.org/newscodes/mediatopic/20000822	Taking place on a flatwater course, multiple canoes take off at once and race each other to the finish
20001332	bmx freestyle	http://cv.iptc.org/newscodes/mediatopic/20000892	Riders are given a fixed time to perform acrobatics tricks and skills, with tricks scored on multiple aspects including difficulty, originality, execution, height and creativity
20001333	road cycling	http://cv.iptc.org/newscodes/mediatopic/20000822	Cycling events held on roads, including road races and time trials
20001334	track cycling	http://cv.iptc.org/newscodes/mediatopic/20000822	Cycling competitions held on tracks, including sprint, team sprint, keirin, team pursuit, omnium and madison events
20001335	football 5-a-side	http://cv.iptc.org/newscodes/mediatopic/20000822	A variation of association football in which each team fields five players and play is on a smaller pitch. An official Summer Paralympics sport.
20001336	goalball	http://cv.iptc.org/newscodes/mediatopic/20000822	A team sport for athletes with a vision impairment, using a ball containing bells
20001337	online and remote learning	http://cv.iptc.org/newscodes/mediatopic/05000000	Learning where a student and teacher are not physically present in the same location. Instruction can occur synchronously or asynchronously and utilizes technology such as video conferencing, online assessments and video conferencing.
20001338	education policy	http://cv.iptc.org/newscodes/mediatopic/20000621	Government programmes and policies related to education, such as the funding of schools and standardized testing
20001339	wellness	http://cv.iptc.org/newscodes/mediatopic/10000000	The active pursuit of good mental and physical health
20001340	mental wellbeing	http://cv.iptc.org/newscodes/mediatopic/20001339	The personal pursuit of mental health through activities such as meditation, stress reduction, technology detoxes and journaling
20001341	regular competition	http://cv.iptc.org/newscodes/mediatopic/20001108	A competitive sporting season where teams or individuals contend for a place in the standings or rankings
20001342	playoff championship	http://cv.iptc.org/newscodes/mediatopic/20001108	A competitive tournament, often played after the regular season of a sports league by the top competitors to determine the league champion or a similar accolade. Can also apply to an all-in elimination tournament meant to produce a final champion.
20001343	final game	http://cv.iptc.org/newscodes/mediatopic/20001108	Single game that determines the winner of a championship, such as the Super Bowl or Champions League Final
20001344	Catholicism	http://cv.iptc.org/newscodes/mediatopic/20000659	Largest Christian religion in the world encompassing the Roman Catholic Church which is led by the pope, and Old Catholicism, a breakaway movement founded in 1870 that denies the dogma of infallibility of the pope
20001345	bar and bat mitzvah	http://cv.iptc.org/newscodes/mediatopic/20000696	Young person becoming an adult in the Jewish faith
20001346	canonization	http://cv.iptc.org/newscodes/mediatopic/20000696	The declaration of a deceased person as an officially recognized saint
20001347	Shia Islam	http://cv.iptc.org/newscodes/mediatopic/20000677	The second largest branch of Islam believing that the Prophet Muhammad designated Ali ibn Abi Talib as his successor
20001348	Sunni Islam	http://cv.iptc.org/newscodes/mediatopic/20000677	The largest branch of Islam believing that the Prophet Muhammad did not designate a successor
20001349	atheism and agnosticism	http://cv.iptc.org/newscodes/mediatopic/20000657	The belief that god does not exist or that it is impossible to know whether a god exists
20001350	Eid al-Adha	http://cv.iptc.org/newscodes/mediatopic/20000690	Muslim festival marking the culmination of the annual hajj pilgrimage and commemorating the willingness of the Prophet Ibrahim to sacrifice his son
20001351	Hasidism	http://cv.iptc.org/newscodes/mediatopic/20000679	Jewish religious group that believes that the Torah is the literal word of God and that carrying out this word is what gives meaning and purpose to life
20001352	Hanukkah	http://cv.iptc.org/newscodes/mediatopic/20000690	Jewish festival, sometimes spelled Chanukah, observed by lighting the candles of a menorah
20001353	tsunami	http://cv.iptc.org/newscodes/mediatopic/20000151	High and powerful ocean waves caused by an underwater land disturbance, such as an earthquake or volcanic eruption, known to cause significant damage and loss when they hit land
20001354	healthcare industry	http://cv.iptc.org/newscodes/mediatopic/20000209	Goods and services to treat patients through curative, preventive, rehabilitative and palliative care
20001355	developmental disorder	http://cv.iptc.org/newscodes/mediatopic/20000446	Conditions due to an impairment in learning, language or behavior areas, such as autism, Aspergers and dyslexia
20001356	depression	http://cv.iptc.org/newscodes/mediatopic/20000458	A mental health disorder characterized by persistently depressed mood and loss of interest in activities, causing significant impairment in daily life
20001357	anxiety and stress	http://cv.iptc.org/newscodes/mediatopic/20000458	A mental health disorder characterized by feelings of worry, anxiousness or fear that are strong enough to interfere with one's daily activities
20001358	public health	http://cv.iptc.org/newscodes/mediatopic/07000000	Organized public or private measures designed to prevent disease, promote health and prolong life among the population as a whole
20001359	pregnancy and childbirth	http://cv.iptc.org/newscodes/mediatopic/20000780	Social and medical issues around pregnancy and giving birth including, doulas and midwives, obstetrics and medical concerns
20001360	fraternal and community group	http://cv.iptc.org/newscodes/mediatopic/20000768	Social organizations whose members freely associate for a mutually beneficial purpose such as for social, professional or honorary principles. Groups include Rotary clubs, Lions clubs or Freemasons.
20001361	cyber warfare	http://cv.iptc.org/newscodes/mediatopic/16000000	Cyber attacks, or suspected attacks, involving a government entity as either the sponsor or the target, or preventive measures against these types of actions
20001362	public transport	http://cv.iptc.org/newscodes/mediatopic/20000337	Forms of transportation, such as buses and trains, that charge set fares, run on fixed routes and are available to the general public
